file_path,pst_id,column_length,cut_length,phi,rho_wl,E_wl,HH_wl,GT_wl,GS_wl,G,GIc,GIIc
data/snowpits/2019-2020/snowpits-19043-caaml.xml,2,1000.0,450.0,29,120.0,0.8462740448617735,F,FCso,1.5,1.9649984183628895,1.9632229360023792,0.0017754823605101839
data/snowpits/2019-2020/snowpits-19043-caaml.xml,3,1000.0,450.0,29,260.0,25.409508808153134,1F,DHxr,3.0,0.7639300595661492,0.7203907731523244,0.04353928641382492
data/snowpits/2019-2020/snowpits-20298-caaml.xml,0,1200.0,440.0,26,292.25,42.50435458798165,1F,MFpc,2.0,0.5008447870027787,0.4794479990809707,0.021396787921807985
data/snowpits/2019-2020/snowpits-18739-caaml.xml,0,1000.0,300.0,15,204.0,8.73949373506776,4F,FC,2.0,0.20185813045723322,0.17979920961974197,0.022058920837491263
data/snowpits/2019-2020/snowpits-21247-caaml.xml,0,1100.0,480.0,30,141.12,1.7270433427148753,F+,FCso,1.0,0.8171979016846023,0.7942485032494299,0.0229493984351724
data/snowpits/2019-2020/snowpits-21247-caaml.xml,1,1100.0,460.0,30,272.86,31.423097127493396,P+,RGsr,,0.4853614202541568,0.42799884469620975,0.05736257555794704
data/snowpits/2019-2020/snowpits-18484-caaml.xml,0,1000.0,400.0,0.0,120.0,0.8462740448617735,F,FCxr,,1.0890996962094879,1.083008354340543,0.006091341868944675
data/snowpits/2019-2020/snowpits-20949-caaml.xml,0,1000.0,370.0,22,184.0,5.550242516693784,4F,FCxr,1.0,0.40128591389698953,0.38174638452541515,0.0195395293715744
data/snowpits/2019-2020/snowpits-20941-caaml.xml,0,1000.0,330.0,23,155.51,2.647586468122833,F,RG,1.0,0.24456564482944612,0.2143236285517432,0.030242016277702934
data/snowpits/2019-2020/snowpits-19873-caaml.xml,0,1000.0,310.0,10,125.0,1.0127857821582387,F,SH,,0.30261018694661285,0.28057745445574955,0.022032732490863304
data/snowpits/2019-2020/snowpits-19873-caaml.xml,1,1000.0,310.0,10,275.9,32.99294027132502,P,,,0.14344559081532768,0.13286523789047813,0.010580352924849556
data/snowpits/2019-2020/snowpits-19873-caaml.xml,2,1000.0,420.0,10,210.0,9.928381016949693,F,DHxr,,0.5986123558632822,0.5889518833495868,0.009660472513695385
data/snowpits/2019-2020/snowpits-18117-caaml.xml,0,900.0,370.0,33,173.18,4.2511220527893325,F+,FC,2.0,0.14746585202728138,0.1395951268102797,0.007870725217001686
data/snowpits/2019-2020/snowpits-21594-caaml.xml,0,1000.0,470.0,38,260.0,25.409508808153134,1F,DH,3.0,0.806483289174135,0.8027009451780748,0.0037823439960602877
data/snowpits/2019-2020/snowpits-18462-caaml.xml,0,1000.0,550.0,31,125.0,1.0127857821582387,F,SHsu,2.0,11.459358966332916,11.38310479025682,0.07625417607609723
data/snowpits/2019-2020/snowpits-19307-caaml.xml,0,1000.0,220.0,23,125.0,1.0127857821582387,F,SH,3.0,0.19866461407765018,0.19238909977365748,0.0062755143039927045
data/snowpits/2019-2020/snowpits-19307-caaml.xml,1,1000.0,250.0,23,125.0,1.0127857821582387,F,SH,3.0,0.2605121323227217,0.24984595082148725,0.010666181501234457
data/snowpits/2019-2020/snowpits-18337-caaml.xml,0,910.0,460.0,21,292.25,42.50435458798165,K,MFcr,,0.4816199305321939,0.2611549535511593,0.22046497698103457
data/snowpits/2019-2020/snowpits-20658-caaml.xml,0,1000.0,370.0,4,125.0,1.0127857821582387,F-,SHsu,2.0,0.4748213711392271,0.44509013530021957,0.02973123583900753
data/snowpits/2019-2020/snowpits-21110-caaml.xml,0,1000.0,300.0,36,210.0,9.928381016949693,F,DH,3.0,0.5669527081457467,0.5621723907179625,0.004780317427784224
data/snowpits/2019-2020/snowpits-20908-caaml.xml,0,1000.0,530.0,23,158.2,2.8551047529719544,4F,,,2.206125272694419,2.1786011016095608,0.027524171084858422
data/snowpits/2019-2020/snowpits-20888-caaml.xml,0,1000.0,330.0,25,142.82,1.820477288174619,F-,FC,3.0,0.34796471835637854,0.28533737780324386,0.0626273405531347
data/snowpits/2019-2020/snowpits-19795-caaml.xml,0,1000.0,300.0,26,158.0,2.8392571053874684,F,FC,1.0,0.1923485807499255,0.18015385038327839,0.012194730366647127
data/snowpits/2019-2020/snowpits-21944-caaml.xml,0,1000.0,420.0,31,204.0,8.73949373506776,4F,FC,1.5,0.6321810259065209,0.60447684963758,0.027704176268940985
data/snowpits/2019-2020/snowpits-23076-caaml.xml,0,1000.0,450.0,5,184.0,5.550242516693784,4F,FCxr,1.5,0.38436512122399014,0.34961159780521683,0.03475352341877329
